golden buddha,0.9807350287
delivery driver,0.9803464003
lunch combos,0.9801305091
beef brisket,0.9799515458
grand china,0.9799095360
roast pork,0.9798620570
salt pepper,0.9798307343
chinese joint,0.9797485437
fish sauce,0.9797238435
chinese fare,0.9796535915
orange beef,0.9796097091
health department,0.9793096042
grocery store,0.9792940570
parking lot,0.9792317591
mini pot,0.9792087731
orange chicken,0.9791699741
happy hour,0.9791401557
great taste,0.9789977748
pepper beef,0.9789683463
broccoli beef,0.9788464136
conveniently located,0.9786463814
american chinese,0.9784318617
scallion pancakes,0.9784062695
pea pods,0.9780066943
lunch specials,0.9779204714
almond chicken,0.9777507788
dining area,0.9776373927
pei wei,0.9774301369
curry chicken,0.9772895770
kung pao,0.9771730271
china gate,0.9771601383
clay pot,0.9767953420
americanized chinese,0.9767823032
egg foo young,0.9767664558
egg fu yung,0.9758773096
string bean,0.9755543673
sunday night,0.9754983678
sizzling rice soup,0.9754048099
house special,0.9752535194
war wonton soup,0.9748994108
sliced pork,0.9746895905
decent chinese food,0.9744769987
hot tea,0.9743136594
minced pork,0.9740851917
steamed fish,0.9740831310
shopping center,0.9740061556
pork chops,0.9737527696
wanton soup,0.9737006013
fish balls,0.9735667401
chilean sea bass,0.9731944014
egg rolls,0.9728886888
ice water,0.9720495002
hidden gem,0.9718545409
mongolian beef,0.9717355547
lunch rush,0.9717084443
garlic chicken,0.9714226003
green valley,0.9707895287
wonton soup,0.9702717249
cell phone,0.9700053780
house chicken,0.9696905593
dan dan,0.9691235494
china chili,0.9683423694
lunch combo,0.9678395153
lunch special,0.9671221917
ground pork,0.9669028882
chen wok,0.9668138969
breakfast buffet,0.9664807262
traditional chinese,0.9664402846
years ago,0.9662946664
customer service,0.9655893771
abacus inn,0.9652174783
delivery guy,0.9648775248
house special chicken,0.9648619185
cooked perfectly,0.9645756859
thinly sliced,0.9637652120
baked pork chop rice,0.9636646986
regular menu,0.9635735904
sweet sour,0.9635235503
thai tea,0.9629917369
beef noodle soup,0.9629404535
dinner combos,0.9629158063
wor won ton soup,0.9628700047
china magic noodle house,0.9627619736
won ton soup,0.9626464238
local chinese,0.9624749139
cafe noodle,0.9620136204
dining room,0.9615372641
pu pu platter,0.9614874642
dumpling haus,0.9614682829
crab puff,0.9612478066
general tso chicken,0.9611808875
hand pulled noodles,0.9608161080
crab ragoons,0.9604102909
sweet sour pork,0.9602022929
yang chow fried rice,0.9592442014
chinese food places,0.9591851789
tender beef,0.9590709461
tasting menu,0.9587840282
west valley,0.9587522475
friday night,0.9586934084
egg drop soup,0.9586081531
stir fry paradise,0.9585762029
rock cod,0.9584023303
spicy eggplant,0.9577733829
authentic chinese,0.9572796082
star rating,0.9572431475
grand opening,0.9569474718
chop chop,0.9568915909
wonton noodle soup,0.9559734092
desert jade,0.9557419070
roasted duck,0.9557311056
hk star,0.9555583899
white meat,0.9554943886
salted fish,0.9554836599
chinese joints,0.9549397825
perfectly cooked,0.9545599748
sun devil chicken,0.9544901342
spicy tuna roll,0.9538355082
multiple times,0.9538333650
dining experience,0.9537976957
large group,0.9532980244
monterey park,0.9529656598
craving chinese food,0.9527093031
generous portions,0.9526463878
spicy beef,0.9525152655
pot sticker,0.9515945273
bbq duck,0.9512777304
pretty standard,0.9509945226
beef skewers,0.9507304494
szechuan beef,0.9505903007
real chinese food,0.9504930222
poor quality,0.9500856282
highly recommend,0.9499594682
yelp reviews,0.9498578266
wait staff,0.9495638666
casual dining,0.9492665506
beef broccoli,0.9491775264
china gourmet,0.9491503369
ice tea,0.9483836682
bbq ribs,0.9482536363
dan dan noodles,0.9482302330
bean sprouts,0.9481762430
left overs,0.9480526935
fried noodles,0.9480010839
moo shu pork,0.9473779280
east valley,0.9469628915
chicken feet,0.9468383230
kung pow chicken,0.9467159602
egg noodles,0.9465027767
orange sauce,0.9463300603
asian food,0.9459350434
lunch menu,0.9456286554
water chestnuts,0.9454667529
high end,0.9454116863
fried dumplings,0.9454006260
asian cafe express,0.9451225868
fu yung,0.9450826333
spicy chicken,0.9450102435
mapo tofu,0.9445355810
highly recommended,0.9443910861
sushi bar,0.9442403928
family style,0.9440070223
garlic sauce,0.9439591755
corn soup,0.9439380005
serving size,0.9435953177
spicy mustard,0.9431349984
family owned,0.9431122910
vegetarian options,0.9423713613
portion size,0.9421946765
general tso,0.9421935215
generals chicken,0.9419414450
chicken satay,0.9414427831
beef chow fun,0.9410331701
item combo,0.9406663799
crispy duck,0.9402943657
sweet sour sauce,0.9402746507
chicken fried rice,0.9398826804
piping hot,0.9397534855
water boiled fish,0.9392535455
wonton chips,0.9383994346
xiao long bao,0.9380257312
green onion pancake,0.9373742333
high expectations,0.9371520627
hunan chicken,0.9367177141
cake noodles,0.9365593898
crispy gau gee,0.9360737697
china grill,0.9357720674
orange peel chicken,0.9354513244
peanut noodles,0.9350715375
mixed vegetables,0.9346473241
main dishes,0.9340223085
crispy skin,0.9338870060
reasonable prices,0.9334260481
high quality,0.9331494890
shanghai club,0.9330899245
big buddha,0.9330800872
portion sizes,0.9330290823
chicken breast,0.9326601373
extra spicy,0.9324466307
egg fu young,0.9322787254
gang pang,0.9318695188
pepper steak,0.9317322010
style chinese food,0.9317319280
dark meat,0.9309029108
spring mountain,0.9305839366
baby bok choy,0.9302925989
lunch hour,0.9300392385
big deal,0.9299790663
ma po tofu,0.9298138362
bell peppers,0.9295313500
speak chinese,0.9288775019
teriyaki sauce,0.9279560220
pork buns,0.9277016564
thai iced tea,0.9274566335
large portions,0.9274130896
beef tongue,0.9272201399
chicken curry,0.9268536414
szechwan beef noodle soup,0.9267343018
pretty cool,0.9260207843
super cheap,0.9260123149
ordered kung pao chicken,0.9259062599
chili paste,0.9255710445
authentic chinese food,0.9253307124
bad chinese food,0.9250848087
chinese buffets,0.9244859174
order online,0.9239578862
chili peppers,0.9238126987
real chinese,0.9231923569
gau gee mein,0.9230384497
lamb skewers,0.9230118801
steamed dumplings,0.9228927219
spicy sauce,0.9219690419
black beans,0.9217922833
positive reviews,0.9217582575
eaten chinese food,0.9205303684
chinese food fix,0.9205176319
spicy tuna,0.9198561806
drunken chicken,0.9197550088
noodle soups,0.9194501193
pan fried noodles,0.9192848210
quick bite,0.9183439313
nee house,0.9179561945
asian restaurants,0.9178703574
asian kitchen,0.9177899392
star review,0.9172918397
nice touch,0.9167250538
chinese restaurant,0.9165153214
kj kitchen,0.9163650818
main dish,0.9159080963
white meat chicken,0.9156471824
pork dumplings,0.9150021538
crab angels,0.9143632675
kung pow,0.9140368218
general tsao,0.9137599103
love love love,0.9134448993
pan fried dumplings,0.9128783894
asian fusion,0.9124698272
super fast,0.9124270898
white chicken,0.9117836349
noodle dish,0.9114534572
dragon palace,0.9112261610
months ago,0.9111673806
singapore rice noodles,0.9107804133
roasted pork,0.9104380526
steaming hot,0.9101953773
chinese food delivery,0.9099931855
great service,0.9091538801
chinese buffet,0.9076950519
saturday night,0.9072230238
beef pies,0.9065520433
great chinese food,0.9065145423
hand stretched noodles,0.9063505850
high school,0.9061396620
sweet potato fries,0.9053568881
great price,0.9052881418
main courses,0.9047972350
chinese fast food,0.9046146159
preserved egg,0.9045679760
low price,0.9045186255
black mushrooms,0.9040628893
pong pong,0.9032207200
mongolian chicken,0.9028539804
seating area,0.9026232297
huge portions,0.9024955151
dinner specials,0.9021276787
egg plant,0.9017858715
chinese food restaurants,0.9013580607
lo mien,0.9010078523
hunan special chicken,0.9010042354
hong kong style,0.9008251504
pretty decent,0.9002201170
greasy chinese food,0.9001598744
golden china,0.8995274986
booming spot,0.8994105056
china jade,0.8993545446
large party,0.8978059757
lemon sauce,0.8969657563
weeks ago,0.8967932274
pepper chicken,0.8963121836
delivery chinese food,0.8957732546
cheap chinese food,0.8954349659
sliced beef,0.8952691339
eye contact,0.8948675301
noodle place,0.8940045661
chinese chicken salad,0.8939107958
sesame sauce,0.8923029030
sushi roll,0.8922799792
bbq sauce,0.8921714670
tangerine beef,0.8917829834
moo goo gai pan,0.8917594784
dinner combo,0.8915774824
typical americanized chinese,0.8913238658
egg foo yong,0.8909114298
qwik chinese,0.8907061561
quality ingredients,0.8905135849
egg soup,0.8904143639
menu items,0.8902360713
cantonese food,0.8901901126
lobster sauce,0.8896127110
thai ice tea,0.8893781738
cheese puffs,0.8892228384
extensive menu,0.8889462660
long wait,0.8888974011
chicken teriyaki,0.8882513130
honey walnut prawns,0.8879187618
overly salty,0.8876557613
chinese food place,0.8873370491
open till,0.8871204031
gang pang chicken,0.8868401973
dragon wok,0.8863851810
shanghai dumplings,0.8863582908
excellent chinese food,0.8858322567
located inside,0.8853854816
chinese broccoli with oyster sauce,0.8853639486
lacked flavor,0.8853263865
chinese takeout,0.8827836870
average chinese food,0.8826550625
food arrived,0.8820834386
war won ton soup,0.8815600317
family run,0.8813247864
hot sour,0.8812283021
black sesame,0.8811895575
fast food chinese,0.8810346758
reasonable price,0.8809622163
great food,0.8808005474
chop sticks,0.8806934519
cream cheese wontons,0.8805791963
authentic chinese cuisine,0.8798621103
crispy duck salad,0.8795754959
garlic eggplant,0.8790896702
general tsao chicken,0.8786765964
dragon noodle,0.8780258058
chinese broccoli,0.8774464877
big portions,0.8765097076
duck salad,0.8764141020
american chinese food,0.8762139908
phoenix area,0.8761458830
saut ed,0.8758551791
minute drive,0.8758531303
dozen times,0.8756838824
pretty great,0.8755977995
seafood soup,0.8744293455
black bean sauce,0.8741973181
black pepper beef,0.8738140957
dark brown,0.8737435213
garlic shrimp,0.8722536182
chicken chow mein,0.8720379003
great portions,0.8716571429
food arrived quickly,0.8714398876
spring mountain road,0.8712051067
pf chang's,0.8708669494
teriyaki bowl,0.8704334059
crispy noodles,0.8703648046
salt pepper pork chops,0.8698065997
chicken lo mein,0.8690127557
delivery fee,0.8688888803
wanted chinese food,0.8688073990
walnut prawns,0.8683065709
salt pepper pork chop,0.8682569893
beijing noodle cafe,0.8681868631
noodle house,0.8671678794
china wok,0.8669987815
taste buds,0.8668431767
love love love this place,0.8655260896
large portion,0.8653926012
fast chinese food,0.8651924223
casino floor,0.8645990094
food quality,0.8642294938
homemade noodles,0.8640488031
popcorn chicken,0.8639726327
golden phoenix,0.8637190198
chinese food restaurant,0.8631005207
szechuan beef noodle soup,0.8627263023
shredded pork,0.8623781326
fried tofu,0.8620961979
negative reviews,0.8615847192
chicken corn chowder,0.8613134984
pork fried rice,0.8602322059
beijing noodle,0.8602131885
real deal,0.8600502808
eat chinese food,0.8592935578
hawaiian style,0.8591699160
cantonese style,0.8584369160
imitation crab,0.8582943956
sweet sour chicken,0.8581801226
worst chinese food,0.8581548705
amazing chinese food,0.8565168403
hot soup,0.8559722764
mediocre chinese food,0.8552913775
chinese food craving,0.8546594866
egg white,0.8538883659
eating chinese food,0.8537841395
black pepper chicken,0.8533037212
veggie fried rice,0.8533028756
lan zhou beef noodle,0.8532462082
fried chicken wings,0.8532329200
beef noodle,0.8530308973
short ribs,0.8524917939
absolutely delicious,0.8505098444
quick chinese food,0.8501066979
small portion,0.8498956354
kim chee,0.8498171732
chinese food joint,0.8494928611
dan dan noodle,0.8487528678
chinese cooking,0.8485661523
price tag,0.8473659565
fellow yelpers,0.8470464100
siu wok,0.8468246652
absolutely amazing,0.8467261089
speak english,0.8463754736
chinese place,0.8460526166
walnut chicken,0.8459737817
paper wrapped chicken,0.8458113350
sweet and sour chicken,0.8456272957
jimmy woo's,0.8449729641
poor service,0.8449346073
chinese mustard,0.8433841909
black pepper sauce,0.8433474141
chinese characters,0.8431956904
lunch buffet,0.8417495880
tasty chinese food,0.8402265356
tasting chinese food,0.8397185197
red dragon,0.8388492773
absolutely love this place,0.8388170690
gourmet house of hong kong,0.8387895845
fast delivery,0.8386154858
sing high,0.8382664342
pretty tasty,0.8376640975
place makes,0.8370375852
china tango,0.8369423205
bbq chicken,0.8369110548
sizzling rice,0.8368974424
chop chop wok,0.8367729798
low prices,0.8367022897
shrimp dumplings,0.8366849243
boba tea,0.8362562030
hand pulled,0.8361798595
fair price,0.8359497783
hotel room,0.8358929475
pretty busy,0.8357747170
phone number,0.8353926455
happy family,0.8351051257
great tasting,0.8345684997
terriyaki chicken,0.8344932804
water boiled,0.8344300320
orange flavored,0.8342817348
favorite chinese food,0.8341674930
passion fruit,0.8339864081
hot pepper,0.8331085334
orange shrimp,0.8327118608
general tso's,0.8320909187
china town,0.8315929615
golden dragon,0.8313804199
rice bowl,0.8306346674
chinese dishes,0.8301891114
food coma,0.8300666928
egg noodle soup,0.8297233358
food coloring,0.8292585362
kobe beef,0.8291047028
chinese bbq,0.8290115129
karen's unicorn,0.8288804183
hot wok,0.8284688903
bourbon chicken,0.8283026701
friendly staff,0.8279321155
soup base,0.8276943801
chopstick express,0.8271742386
dipping sauces,0.8267236554
crispy chicken,0.8253028097
szechwan palace,0.8228985815
big wa,0.8228959240
favorite places to eat,0.8224838672
chinese food in las vegas,0.8224593202
braised beef,0.8223341438
delivery charge,0.8214617061
highly recommend this place,0.8194327504
tsao chicken,0.8188139560
pillow chicken,0.8185787724
thai restaurant,0.8182269226
rib eye,0.8177266161
chinese food in phoenix,0.8175561615
quality chinese food,0.8175275870
vegetable fried rice,0.8167498508
veggie spring rolls,0.8166469260
sweet and sour pork,0.8162899648
vegetable soup,0.8161072691
vegas trip,0.8157431144
chicken salad,0.8150604851
freshly prepared,0.8142999567
asian diner,0.8140689194
pan fried noodle,0.8126056478
hainan chicken,0.8125638522
chinese restaurants in town,0.8125463122
month ago,0.8125184884
wasabi mashed potatoes,0.8124037890
live seafood,0.8123592553
huge portion,0.8119025965
fresh fruit,0.8119022641
fresh vegetables,0.8107815657
ny chinese,0.8107112191
fried wonton strips,0.8104895006
entire meal,0.8092670662
house fried rice,0.8084546770
chicken nuggets,0.8083190707
family owned and operated,0.8072214867
fried banana,0.8070313805
salty fish,0.8068042870
chinese food in town,0.8065087939
pretty nice,0.8065063383
wok fried,0.8063841725
orange tofu,0.8053962607
pretty fast,0.8050587368
craving asian food,0.8047791019
special chicken,0.8045382178
pretty clean,0.8042068949
quality food,0.8041525645
fast food places,0.8035176487
craving chinese,0.8031338848
super friendly,0.8013678089
fresh veggies,0.7999335707
huge selection,0.7995060328
absolutely love,0.7990409210
foie gras,0.7988639380
horrible service,0.7986368721
chinese delivery,0.7985178768
fish fillet,0.7983455361
hand pulled noodle,0.7978955384
eggs rolls,0.7975795644
crab wontons,0.7974184281
zha jiang,0.7972045337
shrimp fried rice,0.7963677504
egg flower,0.7951891026
days ago,0.7943763440
rice plates,0.7931631451
great place to eat,0.7928766004
green onion pancakes,0.7928508149
family meal,0.7926985186
salt and pepper pork,0.7925728520
friend ordered,0.7924220041
shark fin soup,0.7922910702
scrambled egg,0.7922136500
chicken lettuce wrap,0.7921123670
flamingo palace,0.7919630456
bad reviews,0.7903188811
hot garlic sauce,0.7894279586
chinese sausage fried rice,0.7892341609
fresh ingredients,0.7880384289
chinese restaurant in vegas,0.7874161284
free egg rolls,0.7869710640
mile radius,0.7867697794
chinese menu,0.7866017815
tender chicken,0.7860319667
gau gee,0.7857227907
lunch portion,0.7855645680
bamboo house,0.7854097725
san gabriel,0.7850906736
lightly fried,0.7845696015
luke warm,0.7837144565
general tsos chicken,0.7833960674
chinese restaurant in madison,0.7831132603
beef cubes,0.7830105575
chow main,0.7828503531
mushroom chicken,0.7828204082
combo plate,0.7818427429
ginger sauce,0.7816932334
family dinner,0.7816518075
stop eating,0.7810707077
tso chicken,0.7803751900
solid chinese food,0.7793917017
iceberg lettuce,0.7791998831
baby corn,0.7789635718
tastes great,0.7786938032
pretty quick,0.7773066737
pretty spicy,0.7766615236
dinner special,0.7759751438
sesame beef,0.7748063570
american style chinese food,0.7747086555
favorite place to eat,0.7746205598
extremely salty,0.7737902367
bbq beef,0.7736131975
singapore rice,0.7729960500
chinese food in madison,0.7729860616
pulled noodles,0.7724438215
spice level,0.7723573707
minute chicken,0.7722909671
egg noodle,0.7715547425
price point,0.7703230133
chinese food in vegas,0.7702025057
excellent service,0.7694835119
california roll,0.7691410708
chinese spot,0.7691163530
great flavor,0.7688518021
numerous times,0.7686448122
shaved noodles,0.7681389889
egg roll and crab puff,0.7669400749
great wok,0.7668480358
moo goo,0.7660433953
steamed white rice,0.7649164688
lettuce wrap,0.7648297127
chicken dish,0.7643497008
chow mein noodles,0.7640388619
yellow curry,0.7640282955
fried flounder,0.7640152826
friend rice,0.7637894653
pretty authentic,0.7637562779
decently priced,0.7635515148
ny style,0.7624772368
mongolian bbq,0.7623516019
sf bay area,0.7621719637
pork lo mein,0.7615167379
sports book,0.7601031121
noodle exchange,0.7596651786
mandarin chicken,0.7595707795
large groups,0.7590704643
salt pepper pork,0.7590031953
steam rice,0.7587862626
fast service,0.7584182795
china village,0.7577755313
spicy ying nan,0.7575626949
bad service,0.7575100266
menu item,0.7573608111
yui shan,0.7570478855
general tso's chicken,0.7564856220
fried noodle,0.7559265961
drink order,0.7549756468
low mein,0.7540880525
lunch break,0.7533101990
north las vegas,0.7527783580
udon noodles,0.7526960856
wrong order,0.7523755083
orange peel,0.7523223129
pretty quickly,0.7511415882
japanese food,0.7506501733
chinese eatery,0.7504900190
crispy beef,0.7503860998
ying nan,0.7500850026
traditional chinese dishes,0.7500662678
great staff,0.7489517916
beef jerky,0.7471975662
pleasant surprise,0.7469430558
chicken skewers,0.7466496868
szechuan cuisine,0.7464717227
ping pang pong,0.7463219582
shredded chicken,0.7455722395
tomato sauce,0.7454359041
beef lo mein,0.7438742339
chicken broth,0.7432729720
seafood hot pot,0.7429396738
big heng,0.7424840164
pretty darn,0.7422673481
wendy's noodle cafe,0.7419640452
meat pies,0.7415355867
vegetable chow mein,0.7411917812
white wine,0.7411485201
chile sauce,0.7404646366
chinese spots,0.7399107110
neighborhood chinese restaurant,0.7394026221
write reviews,0.7387181364
fried items,0.7380571113
super nice,0.7379797165
extra charge,0.7377088111
panda expresses,0.7372662734
crab cakes,0.7367203424
won ton noodle soup,0.7351771644
dragon roll,0.7351113010
mushu pork,0.7348868052
entr e,0.7348141353
smaller portions,0.7347776436
excellent food,0.7345230746
chinese food in az,0.7343349435
overly sweet,0.7335335363
ma po,0.7335281428
chicken egg foo young,0.7335098740
american style,0.7329781703
cream cheese puffs,0.7325819484
wing lei,0.7321097946
handmade noodles,0.7319685870
small portions,0.7311025660
hong kong cafe,0.7296159986
perfectly fried,0.7292803517
lunch spot,0.7291794866
mixed reviews,0.7288934059
mu shu chicken,0.7288670754
chinese restaurant in town,0.7286219170
main reason,0.7284208634
dinner menu,0.7268283825
asian bistro,0.7265338915
spicy ying,0.7262972811
shrimp with lobster sauce,0.7254630367
kung poa,0.7251259147
gourmet house of hong,0.7247905764
hong kong style noodles,0.7247897220
fried rice and chow mein,0.7238626004
red house,0.7235298212
long story short,0.7234063738
quick service,0.7222670693
green valley ranch,0.7220271527
hands down,0.7217439464
favorite dish,0.7215381667
wonton noodle,0.7205893970
previous reviews,0.7205450177
authentic cantonese,0.7201550646
prix fixe,0.7201485900
big chunks,0.7200477921
huge menu,0.7199798006
thai place,0.7190245807
drive thru,0.7189435071
asian restaurant,0.7187486925
great customer service,0.7180492254
northern china,0.7158227303
red sauce,0.7143537852
chain restaurants,0.7141344560
wonton noodles,0.7125935211
generous portion,0.7118008894
spicy kick,0.7109336217
nice atmosphere,0.7108596900
sesame noodles,0.7096354730
ordered takeout,0.7080506598
fish dish,0.7070438805
chinese food in arizona,0.7062174078
tad bit,0.7059264480
foo young,0.7054628721
crunchy noodles,0.7053803809
wong jo chicken,0.7052466225
lamb ribs,0.7048683516
scrambled eggs,0.7036672133
condensed milk,0.7034477948
fried won tons,0.7031352026
noodle shop,0.7025309373
general's chicken,0.7020823209
veggie chow mein,0.7018312860
anytime soon,0.7016018556
golden wok,0.7013248729
fried foods,0.7012316103
duck skin,0.7008236765
hot n sour soup,0.7005904750
san fran,0.7001079379
crispy fried,0.6999260591
north scottsdale,0.6989136905
sea food,0.6987848566
simply amazing,0.6981165444
general tao,0.6971803912
higher quality,0.6963073795
live close,0.6961830090
dim sum platter,0.6957751341
blah blah,0.6955838371
cheese wonton,0.6946694398
large shrimp,0.6930602195
rave reviews,0.6927899416
young man,0.6920208583
dessert room,0.6916967990
bad thing,0.6912847305
round tables,0.6912455547
beef dishes,0.6909671113
place opened,0.6909407959
soup noodles,0.6908557932
cage free chicken,0.6905219140
tofu dish,0.6905116815
soft noodles,0.6900724184
great food and great service,0.6891697509
pretty cheap,0.6888903576
highly recommend this restaurant,0.6879179228
beef chow,0.6875080863
cooked beef,0.6869410488
perfectly seasoned,0.6865179598
recent visit,0.6860498466
breaded chicken,0.6854943934
super yummy,0.6853598339
street food,0.6844454854
nice change,0.6827449139
sour taste,0.6827356394
panna cotta,0.6823158390
sour sauce,0.6822460960
yelp review,0.6818514832
great spot,0.6813201272
previous review,0.6803689496
combination fried rice,0.6802282168
shrimp in lobster sauce,0.6798415497
water glasses,0.6797829756
egg sauce,0.6791710557
peking pork,0.6790005015
pang pong,0.6786814106
decent prices,0.6784985636
chicken pieces,0.6784328714
friendly service,0.6776595283
takeout order,0.6773380217
authentic chinese dishes,0.6767839741
ny style chinese,0.6766827885
table cloths,0.6762314958
taking orders,0.6755548592
hunan express,0.6754512331
pretty bad,0.6746348663
asian place,0.6727029961
wide noodles,0.6720785697
duck noodle soup,0.6719410170
food express,0.6716245199
house special chow mein,0.6715819969
favorite chinese place,0.6713696773
open kitchen,0.6713584357
affordable prices,0.6710492534
ping pang,0.6705202216
extra mile,0.6701309925
oolong tea,0.6701101688
local place,0.6689361485
caesar's palace,0.6686833554
worth checking out,0.6675878090
sized portion,0.6669813675
pretty bland,0.6665037797
sausage fried rice,0.6658925184
pretty small,0.6653661186
china magic,0.6648817996
air conditioning,0.6643990954
soft tofu,0.6636278533
kung pao beef,0.6635166083
style chinese,0.6631678027
eggplant dish,0.6622146408
pork intestine,0.6619078143
mei fun,0.6613077554
flamingo chicken,0.6605360777
money's worth,0.6605076015
salt and pepper shrimp,0.6604577008
beijing beef,0.6603375192
standard chinese food,0.6603210484
chinese places,0.6597559584
pork dish,0.6596712006
schezuan beef,0.6588860116
spicy garlic sauce,0.6587405696
kung pau,0.6578583610
rice plate,0.6578561540
bean sauce,0.6569421710
typical chinese restaurant,0.6568647145
scottsdale area,0.6568639410
noodle cafe,0.6564820012
honey garlic chicken,0.6558881617
vegetable chow fun,0.6545041081
complimentary tea,0.6542648556
food sucks,0.6542510779
cooked pork,0.6523065657
standard fare,0.6523064948
oxtail soup,0.6521604348
great tasting food,0.6516522405
fried pork chops,0.6504285104
local chinese restaurant,0.6492550175
sichuan food,0.6488409511
tempura shrimp,0.6488047472
